,Brand,Model,Color,Processor,RAM,Battery,Camera,Display,Warranty,originalPrice,discountPercent,discountedPrice,rating,reviews
131,LAVA,Hero 600+,Stealth Black,MediaTek Helio G85 (MT6769V/CZ) Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,800 mAh Li-ion Battery,108MP Rear Camera | 16MP Front Camera,15.49 cm (6.1 inch) HD+ Display,1 Year Warranty for Phone and 6 Months Warranty for Accessories in the Box,"₹31,999",15% off,"₹26,999",4.3,"2,096 Ratings & 279 Reviews"
132,NaN,NaN,Meteorite Grey,Qualcomm Snapdragon 460 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Li-ion Battery,50MP + 8MP + 2MP | 13MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Manufacturer Warranty,"₹16,999",11% off,"₹14,999",4.2,"1,009 Ratings & 145 Reviews"
133,Micromax,X419,Black,MediaTek Helio P95 Processor,6 GB RAM | 128 GB ROM,5000 mAh Battery,48MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,100 Days Replacement and 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Batteries from the Date of Purchase,"₹15,499",12% off,"₹13,576",4.2,"2,536 Ratings & 157 Reviews"
134,NaN,NaN,Glacier Blue,Mediatek Dimensity 920 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6000 mAh Battery,13MP + 2MP | 8MP Front Camera,4.5 cm (1.77 inch) Display,1 Year Warranty,"₹13,990",21% off,"₹10,990",4.3,"3,079 Ratings & 228 Reviews"
135,SAMSUNG,"Galaxy M32 (Light Blue, 128 GB)",NaN,Mediatek Dimensity 920 Processor,32 MB RAM | 64 MB ROM,5160 mAh Li-Polymer Battery,0.3MP Rear Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,₹819,7% off,₹759,3.7,"6,483 Ratings & 582 Reviews"
136,Nokia,105,Red,Mediatek Dimensity 920 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5000 mAh LiPo Battery,13MP + Digital Camera | 5MP Front Camera,3.56 cm (1.4 inch) Display,1 Year Company Warranty,"₹7,990",24% off,"₹5,999",4,"98,697 Ratings & 9,499 Reviews"
137,NaN,NaN,Neptune Green,Octa Core Processor,6 GB RAM | 128 GB ROM,6000 mAh Battery,50MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Company Warranty,"₹22,999",17% off,"₹18,999",4.4,430 Ratings & 68 Reviews
138,SAMSUNG,"M32 5G (Slate Black, 128 GB)",NaN,Mediatek Helio G88 Processor,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,5000 mAh Li-ion Battery,0.8MP Rear Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,₹999,15% off,₹849,4,"4,938 Ratings & 464 Reviews"
139,Infinix,"Note 11 (Glacier Green, 128 GB)",NaN,Mediatek Helio G88 Processor,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,1500 mAh Battery,108MP Rear Camera | 16MP Front Camera,4.5 cm (1.77 inch) Quarter QVGA Display,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories",₹999,15% off,₹849,4,"4,938 Ratings & 464 Reviews"
140,LAVA,A1 2021,NaN,MediaTek Helio P95 Processor,32 MB RAM | 32 MB ROM,5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 13MP Front Camera,16.54 cm (6.51 inch) HD+ Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,NaN,NaN,₹996,4.1,"3,137 Ratings & 285 Reviews"
141,NaN,NaN,Pacific Pearl,MediaTek Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium-ion Polymer Battery,50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹29,999",16% off,"₹24,999",4.3,"3,689 Ratings & 488 Reviews"
142,vivo,"Y20G 2021 (Obsidian Black, 64 GB)",Slate Black,MediaTek Helio A20 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,620 mAh Lithium-ion Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Brand Warranty for Handset and 6 Months for Accessories,"₹19,300",3% off,"₹18,570",4.2,"1,153 Ratings & 84 Reviews"
143,realme,"Narzo 30 (Racing Silver, 64 GB)",NaN,Qualcomm Snapdragon 439 Processor,32 MB ROM,620 mAh Lithium-ion Battery,64MP + 5MP + 2MP | 8MP Front Camera,16.94 cm (6.67 inch) Full HD+ AMOLED Display,1 Year Warranty,"₹1,419",3% off,"₹1,375",4.1,"29,749 Ratings & 2,635 Reviews"
144,realme,"C25s (Watery Blue, 128 GB)",Glacier Green,Qualcomm Snapdragon 480 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1750 mAh Battery,0.3MP Rear Camera,16.43 cm (6.47 inch) Full HD+ Display,1 Year Manufacturer  Warranty,"₹16,999",14% off,"₹14,499",4.5,115 Ratings & 11 Reviews
145,Xiaomi,"11i 5G (Stealth Black, 128 GB)",Light Blue,MediaTek Helio P35 Octa Core Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Li-Polymer Battery,13MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) Display,1 Year  Manufacturer Warranty,"₹18,150",2% off,"₹17,629",4.3,890 Ratings & 56 Reviews
146,MOTOROLA,"g31 (Meteorite Grey, 128 GB)",Matte Aqua,MediaTek Helio P35 Octa Core Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,64MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,16.54 cm (6.51 inch) HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹25,999",30% off,"₹17,999",4.1,"2,036 Ratings & 217 Reviews"
147,SAMSUNG,"Galaxy M12 (Black, 128 GB)",NaN,MediaTek Helio G96 Processor,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,800 mAh3 Li-Ion Battery,13MP + 2MP + 2MP | 5MP Front Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,"₹1,279",19% off,"₹1,029",4.1,"1,770 Ratings & 148 Reviews"
148,vivo,"Y12G (Glacier Blue, 32 GB)",Obsidian Black,Unisoc T117 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5000 mAh Li-ion Polymer Battery,108MP Rear Camera | 16MP Front Camera,15.49 cm (6.1 inch) HD+ Display,Brand Warranty of 1 Year Available for Mobile,"₹16,990",17% off,"₹13,990",4.3,"4,638 Ratings & 309 Reviews"
149,I,Kall K 48,Sunshine Gold,Mediatek Helio P35 Processor,8 GB RAM | 128 GB ROM,6000 mAh Battery,13MP + 2MP | 8MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Manufacturer Warranty,"₹34,990",14% off,"₹29,990",4.4,"3,466 Ratings & 398 Reviews"
150,NaN,NaN,Cross Blue,SC6531E Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5000 mAh Lithium-ion Battery,48MP + 5MP + 2MP + 2MP | 16MP Front Camera,4.57 cm (1.8 inch) QVGA Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹10,999",4% off,"₹10,499",4.4,"1,37,467 Ratings & 6,719 Reviews"
151,GIONEE,"Max (Red, 32 GB)",Stealth Black,MediaTek Helio G80 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,800 mAh Li-ion Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,1 Year Warranty for Phone and 6 Month Warranty for Accessories in the Box,"₹31,999",15% off,"₹26,999",4.3,"2,096 Ratings & 279 Reviews"
152,Moto,"G71 5G (Neptune Green, 128 GB)",NaN,MediaTek Helio G35 Processor,4 MB RAM | 4 MB ROM,5000 mAh Li-ion Battery,13MP + 2MP + 2MP | 16MP Front Camera,4.5 cm (1.77 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"₹1,349",3% off,"₹1,299",4.2,"75,563 Ratings & 5,766 Reviews"
153,LAVA,Hero 600+,Phantom Black,Mediatek Helio G88 Processor,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4200 mAh Lithium Battery,0.3MP Rear Camera,16.94 cm (6.67 inch) Full HD+ AMOLED Display,Brand Warranty of 1 Year Available for Mobile,"₹14,990",20% off,"₹11,990",4.3,"3,079 Ratings & 228 Reviews"
154,NaN,NaN,Green,SC6531E Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Warranty for Handset and 6 Months for Accessories,"₹15,499",38% off,"₹9,499",4.2,"33,649 Ratings & 5,911 Reviews"
155,LAVA,Hero 600+,NaN,Mediatek Dimensity 920 Processor,32 MB RAM | 32 MB ROM,5160 mAh Li-Polymer Battery,64MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,3.56 cm (1.4 inch) Display,1 Year Warranty for Handset and 6 Months for Accessories,NaN,NaN,"₹1,099",4,"2,052 Ratings & 189 Reviews"
156,NaN,NaN,Moonlight Black,MediaTek Helio G35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,800 mAh Lithium Ion Battery,64MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,1 Year Warranty,"₹15,990",25% off,"₹11,990",4.5,"78,185 Ratings & 3,981 Reviews"
157,Micromax,X419,NaN,Mediatek Helio P35 Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,5000 mAh Li-ion Battery,64MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Warranty for Handset and 6 Months for In-box Accessories,"₹1,049",23% off,₹799,3.9,"1,818 Ratings & 121 Reviews"
158,NaN,NaN,NaN,MediaTek Dimensity 800U Processor,32 MB RAM | 32 MB ROM,5000 mAh Li-Polymer Battery,13MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,One Year manufacturer Warranty,NaN,NaN,"₹2,499",4,"47,793 Ratings & 4,719 Reviews"
159,Xiaomi,"11i 5G (Pacific Pearl, 128 GB)",NaN,UNISOC T700 Processor,NA MB ROM,1000 mAh Battery,50 MP + 2 MP + AI Lens | 16MP Front Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Company Warranty,NaN,NaN,"₹1,575",4.6,22 Ratings & 1 Reviews
160,SAMSUNG,"M32 5G (Slate Black, 128 GB)",Magic Blue,0 0 0 208MHz Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,5000 mAh Lithium-ion Polymer Battery,50 MP + 2 MP + AI Lens | 16MP Front Camera,16.54 cm (6.51 inch) HD+ Display,6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹25,990",30% off,"₹17,990",4.3,"23,571 Ratings & 1,920 Reviews"
161,Nokia,105,Stardust Black,SC6531E Processor,8 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,48MP Rear Camera,16.36 cm (6.44 inch) Full HD+ Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹34,990",14% off,"₹29,990",4.4,"3,466 Ratings & 398 Reviews"
162,NaN,NaN,Sunshine Gold,Mediatek Helio G88 Processor,12 GB RAM | 256 GB ROM,1000 mAh Lithium ion Battery,48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera,16.51 cm (6.5 inch) HD+ Display,"1 Year Warranty, 100 Days Replacement within 1 Year of Phone Warranty, 6 Months on Accessories and One time Screen Replacement within 365 Days.","₹37,990",7% off,"₹34,990",4.4,406 Ratings & 41 Reviews
163,Infinix,"Note 11 (Glacier Green, 128 GB)",Stardust Black,MediaTek Processor,12 GB RAM | 256 GB ROM,1750 mAh Battery,0.3MP Rear Camera,16.94 cm (6.67 inch) Full HD+ AMOLED Display,Brand Warranty for 1 Year,"₹37,990",7% off,"₹34,990",4.4,406 Ratings & 41 Reviews
164,SAMSUNG,"Galaxy M32 (Light Blue, 128 GB)",Red,MediaTek Dimensity 800U Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,800 mAh Battery,8MP Rear Camera | 5MP Front Camera,4.5 cm (1.77 inch) Quarter QVGA Display,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories","₹9,999",30% off,"₹6,999",3.8,"17,759 Ratings & 2,016 Reviews"
165,SAMSUNG,"Galaxy F42 5G (Matte Aqua, 128 GB)",Glacier Green,Mediatek Helio G35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,4015 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,16.54 cm (6.51 inch) HD+ Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"₹14,999",16% off,"₹12,499",4.3,"5,982 Ratings & 898 Reviews"
166,LAVA,A1 2021,Celestial Snow,Qualcomm Snapdragon 480 Pro Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,48MP + 2MP | 8MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹14,999",16% off,"₹12,499",4.3,"5,982 Ratings & 898 Reviews"
167,NaN,NaN,White,MediaTek Helio G85 Processor,6 GB RAM | 128 GB ROM,4200 mAh Lithium Battery,12MP + 2MP + 2MP | 8MP Front Camera,4.5 cm (1.77 inch) Display,1 Year Product and 6 Month Accessories	Manufacturer Warranty	Repair or Replacement	Manufacture Defect	Liquid or Damaged,"₹14,064",NaN,"₹13,960",4.2,"2,536 Ratings & 157 Reviews"
168,vivo,"Y20G 2021 (Obsidian Black, 64 GB)",Matte Black,Qualcomm Snapdragon 720G Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4200 mAh Lithium Battery,12MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Manufacturer Warranty,"₹25,990",30% off,"₹17,990",4.3,"23,571 Ratings & 1,920 Reviews"
169,vivo,"V23 5G (Sunshine Gold, 128 GB)",NaN,SC6531E Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4200 mAh Lithium Battery,50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,"₹2,799",10% off,"₹2,499",4.1,"8,652 Ratings & 652 Reviews"
170,realme,"C21 (Cross Blue, 64 GB)",Striped Cyan,SC6531E Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,6000 mAh Lithium Polymer Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"₹8,499",11% off,"₹7,499",4.1,471 Ratings & 74 Reviews
171,Xiaomi,"11i 5G (Stealth Black, 128 GB)",Glacier Blue,MediaTek Dimensity 700 (MT6833V) Processor,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5000 mAh Li-ion Polymer Battery,0.3MP Rear Camera,3.86 cm (1.52 inch) Display,"1 Year Warranty for Handset, 6 Months for Accessories",NaN,NaN,"₹13,490",4.3,"3,079 Ratings & 228 Reviews"
172,Nokia,105 SS 2021,Prism Magic,Mediatek Dimensity 920 Processor,8 GB RAM | 128 GB ROM,5000 mAh Li-ion Polymer Battery,0.3MP Rear Camera,16.33 cm (6.43 inch) Full HD+ Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹20,990",4% off,"₹19,990",4.2,"4,727 Ratings & 375 Reviews"
173,NaN,NaN,NaN,MediaTek Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6000 mAh Battery,0.3MP Rear Camera,In-Display Fingerprint 3.0,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹1,049",23% off,₹799,3.9,"1,818 Ratings & 121 Reviews"
174,vivo,"Y12G (Phantom Black, 64 GB)",Lake Green,MediaTek Helio G95 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4015 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,1 Year Manufacturer Warranty for Device,"₹12,990",6% off,"₹12,178",4.3,"21,583 Ratings & 1,444 Reviews"
175,Micromax,"IN Note 1 (Green, 64 GB)",Fantasy White,MediaTek Helio G35 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,1MP Rear Camera,16.36 cm (6.44 inch) Full HD+ Display,100 Days Replacement and 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Batteries from the Date of Purchase,"₹13,422",NaN,"₹13,398",4.3,"26,914 Ratings & 1,713 Reviews"
176,Micromax,X389,Haze Green,MediaTek Helio G80 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1020 mAh Lithium-ion Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,6 Months Manufacturer Warranty for Device,"₹18,999",15% off,"₹15,999",4.3,"1,521 Ratings & 232 Reviews"
177,NaN,NaN, WiFi,SC6531E Processor,64 MB RAM | 128 MB ROM | Expandable Upto 64 GB,5000 mAh Lithium Polymer Battery,13MP Rear Camera | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,1 Year Warranty for Mobile and 6 Months for Accessories,NaN,NaN,"₹2,449",4,"9,156 Ratings & 1,517 Reviews"
178,OPPO,"A53 (Moonlight Black, 64 GB)",NaN,MediaTek Helio G80 Processor,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,5000 mAh Li-ion Battery,50 MP + 2 MP + AI Lens | 8MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,1 Year Brand Warranty,NaN,NaN,"₹1,399",4.1,535 Ratings & 41 Reviews
179,Itel,Ace Young Without Charger,NaN,Unisoc SC9863A Octa Core Processor,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,5000 mAh Battery,0.3MP Rear Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,Brand Warranty of 1 Year,"₹1,279",19% off,"₹1,029",4.1,"1,770 Ratings & 148 Reviews"
180,NaN,NaN,NaN,Unisoc SC9863A Octa Core Processor,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,1000 mAh Lithium ion Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) Display,1 Year Manufacturer Warranty,"₹1,559",3% off,"₹1,499",4,"15,611 Ratings & 1,724 Reviews"
181,Micromax,X741,Diamond Glow,MediaTek Helio G95 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4230 mAh Battery,0.3MP Rear Camera,16.33 cm (6.43 inch) Full HD+ Display,1 Year Warranty,"₹17,990",22% off,"₹13,990",4.3,"8,077 Ratings & 587 Reviews"
182,NaN,NaN,NaN,Unisoc SC9863A Octa Core Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,0.3MP Rear Camera,In-Display Fingerprint 3.0,1 Year Warranty for Mobile and 6 Months for Accessories,₹899,6% off,₹839,4,"4,913 Ratings & 430 Reviews"
183,SAMSUNG,GURU 1200,NaN,Unisoc SC9863A Octa Core Processor,32 MB RAM | 32 MB ROM,4230 mAh Battery,108MP Rear Camera | 16MP Front Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty on Handset & 6 Months Warranty on Box Accessories,NaN,NaN,"₹1,154",3.8,"3,586 Ratings & 301 Reviews"
184,NaN,NaN,Black,Exynos 850 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,13MP + 2MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 year Manufacturer's Warranty,"₹15,980",8% off,"₹14,676",4.2,932 Ratings & 85 Reviews
185,OPPO,"F17 Pro (Magic Blue, 128 GB)",Pearl Blue,MediaTek Helio G35 Processor,4 GB RAM | 64 GB ROM,5000 mAh Li-ion Polymer Battery,13MP + 2MP | 8MP Front Camera,16.54 cm (6.51 inch) HD+ Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹15,990",15% off,"₹13,490",4.3,"1,282 Ratings & 84 Reviews"
186,vivo,"V23 5G (Stardust Black, 128 GB)",Silver Wave,MediaTek Helio G95 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,1900 mAh Lithium ion Battery,48MP + 8MP + 2MP | 16MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹14,999",23% off,"₹11,499",4.3,"16,992 Ratings & 1,876 Reviews"
187,vivo,"V23 5G (Sunshine Gold, 256 GB)",NaN,MediaTek Helio G96 Processor,32 MB RAM | 32 MB ROM,2575 mAh Li-ion Battery,48MP + 2MP + 2MP | 8MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Warranty,NaN,NaN,"₹1,311",4,"47,793 Ratings & 4,719 Reviews"
188,vivo,"V23 5G (Stardust Black, 256 GB)",NaN,Exynos 850 Processor,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,800 mAh Li-ion Battery,0MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Warranty Provided by the Manufacturer From Date of Purchase,"₹1,470",4% off,"₹1,400",4,"6,143 Ratings & 418 Reviews"
189,GIONEE,"Max Pro (Red, 32 GB)",NaN,MediaTek Helio G25 Processor,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3600 mAh Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹1,470",4% off,"₹1,400",4,"6,143 Ratings & 418 Reviews"
190,Infinix,"Note 11 (Glacier Green, 64 GB)",NaN,MediaTek Helio G25 Processor,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,5000 mAh Lithium Battery,50 MP + 2 MP + AI Lens | 16MP Front Camera,17.65 cm (6.95 inch) Full HD+ Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,NaN,NaN,"₹1,480",3.9,"4,027 Ratings & 556 Reviews"
191,Infinix,"Note 11 (Celestial Snow, 64 GB)",Camo Green,SC6531E Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1000 mAh Lithium-ion Battery,1MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹31,999",15% off,"₹26,999",4.3,"2,096 Ratings & 279 Reviews"
192,SAMSUNG,"Galaxy M12 (White, 128 GB)",Royal Blue,Qualcomm Snapdragon 732G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1000 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,Brand Warranty of 1 Year Available for Mobile from Date of Purchase,"₹11,999",25% off,"₹8,999",4.4,"14,597 Ratings & 782 Reviews"
193,OPPO,"F17 Pro (Matte Black, 128 GB)",Midnight Blue,Dimensity 720 5G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,6000 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"₹13,899",NaN,"₹13,890",4.3,"8,077 Ratings & 587 Reviews"
194,Nokia,150 TA-1235 DS,Sword Black,MediaTek Helio A20 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5000 mAh Battery,64MP + 8MP + 2MP | 16MP Front Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹18,999",10% off,"₹16,999",4.3,"58,137 Ratings & 5,706 Reviews"
195,NaN,NaN,Carbon Gray,ARM Cortex A75 Octa Core Processor,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,48MP Rear Camera,16.54 cm (6.51 inch) HD+ Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹10,999",9% off,"₹9,999",4.2,"16,766 Ratings & 1,847 Reviews"
196,LAVA,"Z3 (Striped Cyan, 32 GB)",NaN,ARM Cortex A75 Octa Core Processor,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,5000 mAh Li-ion Polymer Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,NaN,NaN,"₹2,120",4.2,"6,882 Ratings & 522 Reviews"
197,vivo,"Y12G (Glacier Blue, 64 GB)",NaN,SC6531E Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1750 mAh Battery,13MP + 2MP + 2MP | 5MP Front Camera,7.11 cm (2.8 inch) Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹1,499",20% off,"₹1,199",3.9,"5,562 Ratings & 663 Reviews"
198,vivo,"Y72 5G (Prism Magic, 128 GB)",Graphite Black,MediaTek Helio G80 Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,1000 mAh Battery,0.3MP Rear Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹14,999",16% off,"₹12,499",4.3,"5,982 Ratings & 898 Reviews"
199,Itel,Ace Young Without Charger,NaN,MediaTek Helio G25 Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1000 mAh Battery,50MP + 8MP + 2MP | 13MP Front Camera,16.56 cm (6.52 inch) HD+ Display,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹2,099",19% off,"₹1,699",4,"20,644 Ratings & 1,617 Reviews"
200,NaN,NaN,NaN,MediaTek Helio G25 Processor,32 MB RAM | 32 MB ROM,1900 mAh Battery,48MP Rear Camera,17.22 cm (6.78 inch) Full HD+ Display,100 Days Replacement within 1 Year Warranty on Mobile Device and 6 months on Accessories,"₹2,799",10% off,"₹2,499",4.1,"13,532 Ratings & 1,067 Reviews"
201,OPPO,"A31 (Lake Green, 64 GB)",NaN,MediaTek Helio G25 Processor,8 GB RAM | 128 GB ROM,5160 mAh Li-Polymer Battery,48MP Rear Camera,6.1 cm (2.4 inch) Display,100 Days Replacement within 1 Year Warranty on Mobile Device and 6 months on Accessories,"₹1,099",4% off,"₹1,049",4,"6,893 Ratings & 471 Reviews"
